word,x,y
climate,33.13938522,33.92092133
experts,21.52931976,14.22055244
project,-24.48877907,7.201931
least,17.32422829,-16.23924255
xa,24.63830376,43.08157349
eight,4.787691116,-34.68540573
warmer,-16.42329788,-49.66140366
global,40.51873016,31.39040184
emissions,40.88170624,-29.97920799
continue,28.73433685,-18.2711792
current,23.29295349,-10.78277111
path,0.132104516,-10.07360649
small,15.24436951,-26.79131889
grave,0.601649165,-16.29372406
consequences,0.577483416,-15.93371296
ones,8.745910645,-21.05054283
already,-3.585554361,-18.48397064
becoming,-4.792394161,-21.32628632
apparent,21.38953209,-1.549595833
every,-4.50823307,-10.23021984
living,0.426808685,-22.49845505
thing,12.18431664,-5.08958292
including,6.533000469,25.1643486
us,-25.06119537,-1.898640513
According,-7.55744648,6.197557926
National,-37.23394012,22.17245293
Climate,-4.520793438,31.23091316
Assessment,-11.05841446,45.88990021
human,43.01628876,-0.858776808
influences,23.97698975,-12.23936367
number,-12.47021961,-11.40957832
warming,40.51758194,31.38931274
especially,9.139422417,-34.22430801
carbon,40.28689194,-47.08504486
pollution,-2.263976336,-25.72041321
burning,-4.320785999,-16.87481308
fossil,-5.085938454,-15.57025719
fuels,-5.030504704,-15.68568897
prevent,14.60106277,11.24376106
forests,-0.745530248,-23.29180717
dioxide,40.2857933,-47.08435822
methane,2.439194679,-49.57725906
soot,-4.026647568,-32.47783279
pollutants,-4.051595211,-32.56722641
release,-16.90797997,7.996546268
atmosphere,-3.695610285,-35.26222992
act,5.219869137,-12.71484852
trapping,3.658138037,-47.04128647
sun,38.91592026,-27.0315609
heat,12.98941517,-26.66141129
causing,22.08380699,-42.86265182
warm,-14.04043102,-50.87586212
Evidence,16.93871117,32.37973404
shows,-30.35757065,13.1164875
hotter,25.09763145,-39.93465424
decade,25.19461441,-34.96053314
past,0.447344124,-44.1597023
years,-34.38684464,-11.17815685
This,26.23485756,11.08609581
altering,4.786334038,-24.93907928
system,22.40703011,-22.7083168
land,13.42917347,-33.45211411
oceans,25.94986916,-36.98305511
ice,-6.252748966,-47.64845657
far,-2.249090672,-21.24352837
reaching,-1.287403226,-18.44019127
ways,4.329731941,-13.71891975
More,-40.38739395,25.89462471
frequent,24.8669548,-46.44896317
severe,24.86017227,-46.45249557
temperatures,16.45203972,-34.03482437
many,-7.461770058,4.446730137
types,10.32516575,-17.47278023
disasters,-35.24419785,25.9737072
storms,8.192040443,-34.5446434
waves,12.40829754,-26.30333138
floods,4.909932137,-41.21915054
droughts,5.635711193,-41.83047104
A,-19.65284157,20.94154739
creates,-4.1040411,-28.28645325
collect,37.34896851,7.561131954
drop,19.50984955,-41.01483154
water,31.27613068,-40.82938004
changing,6.347255707,-23.13144684
weather,12.45274353,-16.36152458
patterns,6.564442635,-24.33508492
way,37.58444595,-21.26937103
wet,0.523543179,-34.09309006
areas,9.101733208,-27.96063232
become,16.4691391,-6.711287022
wetter,2.684480667,-32.02442551
dry,0.67631489,-34.28779984
drier,-0.52511102,-29.17535019
Extreme,-45.32164764,27.41662598
events,-21.2274456,-28.51732445
says,5.447832584,39.85580063
Haq,6.851720333,-16.37308884
director,-26.95686913,34.55311584
Clean,-26.85112,-13.81735802
Power,-26.85871506,-13.81297112
Plan,-26.82750511,-13.82217884
billion,-5.84574461,-41.69971848
expected,17.00545692,-18.47134209
Oceanic,-36.87588501,20.71132088
Atmospheric,-36.88364029,20.42241669
Administration,-36.83441925,20.8113327
disaster,37.63445663,-24.5455246
drought,9.513569832,-40.75066376
wildfires,-3.789340019,-27.10486603
caused,20.10904694,-14.15047455
For,-22.70789909,13.94198513
year,-25.76424789,-17.61060715
averaged,3.550899982,-35.17320633
adjusted,-28.29574013,13.71697903
If,13.08140278,-56.16104507
zero,35.396492,-0.831177652
see,-26.47210503,1.342298269
annual,7.86477375,-22.69815254
cost,-0.607612431,-5.981101513
increasing,24.51072311,-14.89968777
intense,13.26154804,-23.87447548
moisture,22.4478302,-28.80049133
poses,9.305672646,-25.98074341
risks,8.47236824,-25.01020622
public,12.019557,-0.759459972
health,5.250558376,-17.59664726
safety,5.200315952,-17.15974426
spells,5.661575317,-37.81808472
mean,26.19399261,-13.905797
Drought,-44.90003586,25.78367233
conditions,0.170933306,-29.9447155
access,-5.513522625,-27.31458855
clean,0.208649948,-13.2461853
drinking,-5.336976528,-27.77533531
fuel,-5.450250149,-14.65487576
control,-2.62732482,-19.36639786
result,33.38350677,-27.16854858
extreme,-21.15850258,-28.49928284
flooding,10.79406643,-27.3649807
around,14.9458971,-36.16596222
lack,31.9843502,10.09942055
leading,-1.181145787,-19.97588158
death,5.348936081,-32.36650467
serious,4.513477802,-27.84374428
disease,3.754127026,-29.79519081
At,-33.22982788,30.21922684
opposite,19.21511078,-6.740358353
rivers,-2.163789272,-34.91953278
lakes,-2.157991886,-34.89236832
hazardous,-5.649405003,-27.7527771
material,-6.25725317,-28.3748703
mold,-2.709073544,-28.71956444
air,0.429970622,-37.50319672
food,0.637807548,-26.69388008
borne,3.005749464,-30.43207741
illnesses,2.811713457,-29.43075943
Higher,2.769859314,-29.16835594
scientists,11.42039013,21.53310204
point,19.63103294,17.65017509
change,33.16307831,33.94246674
biggest,9.119451523,52.20631027
threat,1.694275618,-18.20031357
st,-17.53647804,14.71518517
century,39.88250351,-42.07013702
impacts,8.437754631,-8.234028816
children,1.794337511,-14.18022633
low,43.2627182,25.67714882
communities,1.620993018,-14.6159935
variety,45.7465477,4.291265488
direct,23.56290627,-18.75784492
As,14.30541801,-29.5914402
spike,0.31588015,-41.93642426
room,30.27326965,-36.70779419
There,29.9607029,-2.115965843
hot,32.00753021,-12.30748558
days,-14.39625072,6.404808521
places,10.30873489,-34.29631042
used,-19.36808205,-15.54538822
They,47.05799866,-35.28824997
afford,11.98670673,-15.22905922
two,3.969984531,6.693073273
big,19.91977882,-9.911790848
deal,8.089375496,-2.483526468
four,37.29132843,18.05182648
straight,4.294041634,4.421555996
go,4.015521526,4.253759384
even,13.92987347,-4.797312737
night,1.147409678,13.01374912
leads,-19.38591766,-23.50950813
In,-2.931644201,26.36104393
hundreds,-32.03513718,-26.33645058
related,40.18241119,-1.88571918
deaths,-34.08786774,-32.20962906
occur,2.259979963,-43.64751434
due,18.95111465,-17.70218086
effects,15.80795574,-14.90037251
threatening,1.820474982,-28.2733345
diseases,2.503171682,-30.61516953
Indeed,-9.053303719,-9.274778366
Americans,-7.973489761,-11.65579319
hurricanes,7.835001469,-36.01934433
tornadoes,8.334401131,-38.01974106
combined,-8.572983742,-20.25027657
Tell,-1.9686023,38.82424927
President,1.094022751,49.35864639
Trump,4.991948128,42.39448929
demand,0.602138937,-9.656077385
action,-43.81689453,-9.121472359
Take,-1.051904678,23.88217545
Action,-4.887802124,37.88512039
worsen,-1.79159534,-29.49287796
level,20.14910316,-30.08263779
ozone,-0.810382903,-31.09366226
created,37.10152435,27.76007462
cars,-12.1263237,-14.69317722
sources,-7.812183857,-20.17892456
sunlight,-1.517761946,-32.41850281
Ground,-7.733823299,32.42579269
main,23.3061409,-16.79426575
smog,-3.507768869,-31.53917885
things,18.00154686,-25.79044724
get,-8.346954346,-26.02321625
linked,18.12527847,-45.09274292
higher,5.331594467,-26.05798721
rates,-2.196097374,-53.73794937
worsens,-2.566287518,-27.91511154
And,29.76884651,14.68392849
significantly,-9.656847954,-38.17267227
increase,-3.645657539,-39.94395447
airborne,-1.59899652,-28.42717361
pollen,-2.458466053,-29.74333954
bad,17.79444885,-8.247782707
news,6.409408092,1.980471969
suffer,8.231982231,-21.11340523
fever,1.457726479,-30.82621765
wildlife,7.183625698,-21.13143158
extinction,4.800149918,-22.3292942
humans,21.71149445,-14.34170628
challenges,10.15671539,-25.19616699
certainly,18.46289253,-4.176218987
rapid,-3.339785814,-46.51003265
changes,-5.457010269,-39.24562836
disappear,14.96839237,-27.1194706
adapt,10.87264347,-15.82275677
quickly,13.36592674,-9.917865753
Some,7.368893147,28.06458282
make,9.251058578,-2.107238293
Intergovernmental,9.602786064,45.10476685
Panel,9.593464851,45.08285141
assessment,-6.905135155,2.609246016
freshwater,0.105236143,27.67850304
ocean,36.10294724,-35.71650696
species,4.1200037,-21.82655907
ranges,4.293660641,-23.8978653
cooler,5.505450249,-25.19575882
altitudes,5.270863056,-24.37683296
attempt,-31.51512146,-3.45547533
seasonal,-38.27183151,14.14128399
migration,5.510217667,-24.21815872
yet,29.8616581,22.68412209
still,-20.04809189,-25.88487625
increased,8.904488564,-43.2338028
risk,2.026335239,-16.07445335
study,19.59631538,3.558508396
showed,5.359268188,-21.34422684
fish,4.512530804,-21.10892487
birds,4.544729233,-21.09806633
mammals,4.536304951,-21.09913826
disappearing,4.909153938,-20.46939468
times,-28.18447685,-8.194656372
faster,11.41871452,-55.29144287
phenomenon,3.715851068,-17.84271622
deforestation,-1.431358337,-26.06438637
acidic,23.24957085,-33.47113419
marine,0.615115225,-25.88115692
ecosystems,1.487963438,-27.85566711
pressure,-6.087430954,-21.81837273
large,25.8393383,-17.5991993
part,-6.489903927,-58.17776871
excess,40.86312866,-12.03258038
acidification,3.153822422,-27.08227539
underwater,3.526950598,-26.99585724
particularly,2.796970367,-25.85489464
creatures,2.079227209,-25.88373184
corals,7.492776394,-30.22225761
huge,-2.831861973,-38.33242416
impact,-3.608016491,-54.07708359
Pacific,26.28189659,-28.89784622
industry,-1.135261774,-4.607111454
nearly,-4.407328129,-23.2987442
million,-10.01323032,-36.79254913
states,-4.132758617,-5.573574543
depend,3.9805758,-19.34211922
nationwide,6.375888348,-34.93568039
similar,-13.2511034,-34.87513733
long,48.55528641,-31.36194229
term,48.55419159,-31.36091614
economic,33.00862503,-30.40460014
polar,-18.92301178,-31.27239037
regions,10.41197014,-38.9076767
vulnerable,5.805919647,-34.70954514
Average,-24.2007122,-36.75281143
Arctic,-0.599674404,-51.34709549
rising,19.50061035,-31.67174911
fast,18.18582153,-39.81923676
elsewhere,18.29050255,-39.83755112
sheets,-5.673131466,-47.1326561
melting,-1.899551988,-48.81909561
region,-39.84858704,14.02834702
levels,18.58420944,-20.56760216
By,2.586280823,34.85030746
estimated,-4.295407772,-24.63817596
feet,16.39907455,-35.81825638
coastal,9.681246758,-29.86896896
lying,42.99781418,25.7917347
entire,-1.805934072,-23.39550781
island,31.69116592,-16.65719223
nations,-11.06115532,-5.21695137
largest,-6.36662817,-24.72051239
cities,-13.80286217,-13.51377296
New,-11.78141308,35.23603058
York,-11.86549854,35.12332153
Miami,-11.23784351,36.41740417
well,31.1895256,-44.44291687
question,26.11275482,-2.832183838
future,-12.73172569,-9.545798302
late,0.220325544,13.14698887
turn,9.09341526,0.346916139
back,-31.36841774,-36.17724228
taken,11.41939735,32.70398712
worth,11.77271557,-20.82843399
stopped,13.4961586,-53.16635895
tomorrow,8.523625374,-12.09756374
That,4.791246891,31.59904671
course,1.745457292,24.00312996
good,2.039547205,-3.430534363
reducing,-0.906614482,-12.20863628
avoid,0.382223874,-11.71135616
lot,0.179910526,-11.84150791
would,9.661627769,-12.86148357
otherwise,13.93125916,-0.141736448
bring,6.174080372,-16.96482658
Related,-7.740668297,37.61911011
Western,-8.636569977,37.08171082
Dispatch,-10.87957573,38.07102203
Valley,5.262320518,34.39446259
California,17.47092438,46.3406105
Winter,4.624196529,34.65458679
Heat,-36.26820755,-13.42411137
Up,-1.882189393,40.4613266
From,6.870056629,32.87810135
fields,6.819834232,34.16561508
San,-8.996387482,29.33173943
Temperatures,-9.73491478,40.61344147
India,-30.73591995,-14.7179718
Lives,-5.625039577,41.29615784
western,-6.704957962,41.80472183
city,-5.500677586,39.89200211
cope,13.61865997,-24.73147774
longer,23.54085732,-8.325228691
across,13.90616226,-25.0357666
South,25.01649475,-43.70202255
Asia,-8.963559151,24.85286522
Indian,-5.311072826,22.5571003
follow,-6.269593716,-6.62927103
Greenhouse,12.71895218,42.21824646
Effect,12.7136507,42.09313583
concentration,9.719047546,-44.90128708
greenhouse,28.07650375,-41.18331146
gases,27.95809937,-40.56584549
effect,34.59324646,-18.71280098
turning,23.31750298,-32.76356125
onEarth,2.817507982,41.47551727
Story,2.820813656,41.47068024
country,-7.16490221,-9.344544411
industries,-13.27053833,-14.32215309
politics,-3.396055222,26.66087914
Q,-23.80236435,35.55978394
Everything,-52.73033905,-2.857609987
know,2.192053795,30.57169724
ask,6.35083437,-8.082705498
Explainer,-3.437787533,41.30336761
Is,-32.46370316,31.81698418
Than,-31.45271301,-9.583642006
best,8.533711433,-4.123492241
medicine,-1.400452852,5.128496647
got,-41.39286804,6.76848793
cut,5.884426594,-31.72465897
green,-18.49440384,45.9095993
infrastructure,10.11151505,-26.83083534
urban,31.96652412,-15.05263996
solid,-45.92476273,-25.48336792
defense,38.54361343,16.9611721
May,-10.86746216,25.86577415
Sea,-43.38694763,34.11613846
relies,23.05209732,17.33489609
setting,-12.69385624,-4.946165562
right,24.2323246,18.45781708
World,-22.21300316,6.881972313
Before,1.57026422,21.40770912
Flood,-34.03230286,31.44703865
set,-38.05906296,16.11296272
North,-24.53386497,-35.34488678
You,-52.16641998,-4.784839153
Can,-4.539928436,39.27018738
starts,30.07492447,-35.68852234
home,30.45747757,-35.37417984
table,-4.288676739,2.240684986
These,19.72704697,19.65835571
Big,2.951319218,39.2999382
scientist,20.43863297,22.58446693
Ed,20.63980675,20.72732735
finds,20.64749146,21.23555374
another,19.54582024,21.01596642
Personal,-4.663185596,38.20758057
Ways,-5.278306484,38.70790863
Dwellers,-5.316925526,38.89346313
Spur,-5.353377819,39.00307083
Ask,9.946980476,3.997966528
local,9.482165337,3.72824049
leaders,-12.58881092,1.728435516
five,9.501659393,4.690794945
questions,10.45395374,4.117814541
Southeast,-7.770016193,31.9520607
Its,-7.037302971,27.78453255
Against,-1.483922839,40.75523758
must,6.566033363,-3.862500191
decide,5.429541588,-5.036349297
whether,26.77048302,0.244632408
retreat,-3.395660877,-46.95391083
stand,5.455769062,-5.64163208
fight,5.537347317,-5.471425533
Air,-54.0463829,-0.183273688
Need,-52.37491608,-3.850722313
Know,-52.34584427,-3.842670202
affecting,34.00891876,-30.63816071
central,-18.16069794,-7.39072752
environmental,12.85015583,11.40238285
Northeast,-10.83528996,38.22954559
Lower,-11.87951374,38.15968323
Another,-11.47746849,37.36741638
win,-12.28662586,37.68865585
England,-11.50140572,37.71702194
wait,0.919707358,0.235244647
Stake,-33.50524139,31.18387413
Insurance,-34.02586365,31.52630234
Program,-34.2741127,32.35470581
Tens,-34.60420227,31.29168701
thousands,-32.92107391,-25.7035675
American,-9.960428238,18.64336777
families,-27.20612335,-26.09145164
repeatedly,-27.72746086,-25.76283455
flooded,-26.79376221,-25.97736359
properties,-26.27179909,-26.34358406
feel,-26.61120605,-26.11094666
Work,-51.20238876,6.186043262
Other,-50.46921158,5.00174427
Join,-51.16969681,6.248392105
Email,-50.92020798,6.670311451
Thanks,-50.51580429,5.833228111
signing,-50.96641541,6.323267937
receive,-42.23785782,-8.073866844
first,-40.11027145,-10.58549976
alert,-42.87992477,-7.364648342
update,-42.91952133,-7.344960213
email,-42.99044418,-7.333757401
soon,-43.38261795,-7.095036983
When,-39.97323608,-6.634890556
sign,-40.78995514,-5.972743034
member,-7.750348568,20.14832687
Activist,-40.83583832,-6.31359911
Network,-37.38494873,10.77182484
keep,-3.045806646,2.144336939
informed,-2.913301945,3.162740469
latest,-3.582275867,3.418358564
alerts,-2.998128653,3.159844637
progress,-2.425617218,3.220434427
reports,-2.863693953,4.766116619
Policy,-51.19522858,12.00706196
Library,-52.0647049,10.77728176
Sitemap,-51.99000168,10.24332047
En,-51.92802811,10.30370426
Privacy,-50.58337402,10.30992699
State,-12.67347431,28.13105011
Disclosures,-3.373132706,43.53506088
Quality,-53.41138458,-0.246524706
puts,52.68476868,-24.7287693
millions,1.211733103,-21.43975449
dangerous,35.70960236,4.224289894
exercise,-5.73870945,5.270718575
outside,22.24817848,-25.05638695
asthma,-3.78788662,-29.78587151
map,-12.84704208,-29.73674393
parts,3.709394932,0.672613025
affected,-6.674341202,-32.23692703
check,-14.03656769,-30.05522919
area,-13.83790302,-31.06427574
state,-16.17261124,38.83776855
click,-38.35044098,28.80031013
type,31.02261734,-23.25363159
address,3.307670355,-13.12882519
presence,38.67360306,-19.00283813
estimates,-19.2046051,-5.372492313
population,6.462654591,-27.53928375
analysis,-23.66543388,0.78131485
threatened,-4.376646042,-8.790120125
ragweed,-2.424673319,-29.52592468
Smog,-43.25286484,7.83614397
forms,-0.408420622,-26.52914619
power,-10.08719158,-20.70502281
form,9.157289505,-35.1626358
Increasing,-0.467502922,-31.24056244
speed,-1.300266266,-32.1305542
process,3.528642178,11.2764225
g,-37.18116379,2.46386075
Warmer,-0.279118359,-27.56422806
fall,34.01493454,-42.84255219
summer,1.459250808,-40.27661133
season,-39.14597321,15.5063448
growth,0.997109354,-24.70557785
producing,-2.77062273,-30.47898293
seasons,5.224383354,-56.94710541
concentrations,19.48148155,-16.31350517
produced,11.67983341,52.90030289
period,-15.60868263,-51.86742783
contributes,15.41751766,-11.14678764
costs,-8.309902191,-17.51376724
threats,5.05567503,-16.70449066
companies,-1.445418239,-13.82646656
decision,6.204676628,4.305613041
makers,5.659262657,3.687213182
government,-16.71047592,-1.881375551
help,-7.349374294,-4.418905258
reduce,6.479633808,-11.95687389
forming,10.52026272,-36.34106445
federal,-7.652141571,-18.80213356
governments,47.39678192,0.869481742
prepare,9.722355843,-16.42366409
Today,-7.808101654,25.99847412
fewer,16.08050537,13.60634232
third,45.82698441,-38.99825287
U,-29.13184738,29.19559288
S,-29.13101196,29.19117355
developed,-10.22063828,2.151208401
protect,1.715078354,-13.23986816
lead,36.5807991,-23.48159981
need,0.2341443,0.25113228
affects,-5.978589058,-31.46538734
breathing,14.95247364,-11.09556675
challenge,14.15115643,-10.83974934
Here,0.151238039,22.95508957
clear,5.965709686,-6.471010208
Making,-7.501217365,29.55618858
Scientist,-13.27767563,29.60494614
Philadelphia,-1.959075332,25.26651382
Your,-0.995232105,23.79580116
plans,-8.198692322,-7.969747543
might,11.99174118,-7.615393162
Still,-1.689671993,23.96947098
quality,-17.13591957,-16.80980492
highlights,12.96229935,19.99630356
idea,23.74217224,7.97143507
Nature,-7.705144405,0.29857558
She,-5.018024445,0.879158199
Back,-6.383838177,-31.93836784
making,7.31395483,4.607139111
worse,5.185616493,-37.02069473
Public,-18.85531425,30.82398796
major,15.22335529,-44.85604477
facing,-18.03485298,-28.58409691
People,-8.119933128,38.54248428
administration,-3.837647438,-11.24547672
continuing,5.698900223,-14.76881981
executive,-28.31326294,35.27301788
order,6.605742931,-14.00379086
Research,-9.935747147,23.58063698
Impacts,-51.89160919,27.68892479
Human,-4.186377048,32.43370438
Scientific,15.22221279,30.47423363
chapter,15.82686234,33.00712585
https,-31.18050957,8.487532616
gov,-35.36063766,7.792516708
accessed,-45.8249588,-3.781508207
b,-10.83430958,10.887537
Disease,-27.91187668,6.484369755
Control,-27.57603455,6.895759583
Most,-29.26736641,-2.955476284
Recent,-28.4793129,6.267066956
Asthma,-29.24344635,5.670415878
Data,-27.10225487,8.302049637
www,-31.06666756,6.573856354
recent,-0.539578676,-41.17175293
data,-23.41409302,3.376948118
htm,-29.59542465,5.147946835
Environmental,-24.01308632,9.825592041
Protection,-25.1210556,9.247775078
Agency,-25.05246735,9.199425697
Annual,-28.00027466,8.747717857
Summary,-42.04859924,-15.15043163
http,-30.16966438,4.318235397
epa,-26.59053612,8.220123291
download,-29.7213726,5.788462162
files,-31.56356812,4.403611183
html,-30.62683296,2.71510458
Early,-14.42551804,-37.34129333
System,-4.875396252,26.03611565
L,-20.23023796,17.91753769
org,-33.04833221,0.856416285
distribution,-28.33843994,1.35834837
Foundation,-29.57518768,8.161319733
America,-25.30989647,-34.98516083
page,-45.70864487,19.82155228
Ibid,-10.34830093,9.980127335
Y,-21.90599442,22.31475258
Level,-43.68202972,33.57652283
Ozone,-7.232969284,31.95458794
Fall,-8.251728058,31.72417831
Over,-34.19135284,-24.2504673
Proceedings,-8.89878273,30.86289406
Academy,-14.66632652,28.23781776
Sciences,-14.73374653,28.08341599
content,-33.88738251,6.044945717
abstract,34.20882416,19.93859291
Facts,-3.43454504,46.1974678
Causes,-3.708128691,44.49171448
Amanda,-25.83963203,15.55211735
Weather,-45.15139008,27.56791115
Does,4.531298637,22.98657417
Terms,-49.7964592,9.442530632
To,-6.865306377,16.34307671
Too,-1.893266559,27.35218048
Help,-2.251346588,37.35930252
H,9.404320717,54.30749893
simple,36.59833527,-19.43707466
definition,24.48111153,0.256128848
yes,27.44487381,-2.319876432
really,4.690376759,30.05072212
happening,28.00060463,-3.304492235
rate,19.44908333,-28.69553185
recorded,3.213586092,-39.4602623
history,3.23733902,-41.19144058
trend,33.15481567,-14.08731937
accelerating,-4.594240189,-49.34549332
All,-41.12052536,8.377749443
hottest,27.67393494,-11.89163589
NASA,-14.52684116,31.15081406
record,28.5919342,-11.24915218
occurred,7.283659458,-41.12352371
since,17.79993629,-17.70516014
deniers,20.3627491,-3.174572468
argued,52.9343338,-24.3566761
slowdown,35.23571014,-33.89369202
several,-14.94728184,-35.5981636
studies,20.25289154,-5.023278713
paper,-9.305831909,11.30325508
published,-7.892548561,11.9800415
journal,-5.079233646,10.22031593
claim,4.718722343,-61.93399429
say,12.38638401,-9.467597961
unless,4.581902981,-11.79475117
curb,4.367172241,-12.0529108
could,19.08551216,-19.06570053
next,35.4842453,-50.15180588
causes,20.7723732,7.802437305
occurs,7.223284245,-44.39497375
CO,20.52861977,-18.82117081
absorb,27.20499611,-37.96683884
solar,12.40337658,-47.42789078
radiation,26.58695412,-38.6439743
surface,29.89289856,-7.867636204
space,1.889184475,27.09834862
last,-9.328807831,-0.745566189
centuries,3.982309818,-45.69664764
known,36.87825012,-16.94282913
electricity,-11.12789631,-14.66461182
source,-17.31237602,-3.994036436
tons,-5.531480312,-42.67103577
second,52.19144058,-4.319664478
transportation,-10.70165634,-13.9551487
sector,-5.742438793,-24.62471771
requires,25.4497242,9.864871979
deep,16.06865883,5.856379509
use,-0.857160568,-10.34486485
alternatives,-1.555511475,-12.28924656
worldwide,20.71232986,-42.31068802
started,1.306353688,-46.83259964
actually,25.53011894,-4.740356445
decreased,10.01818466,-41.96750641
thanks,-7.941695213,21.70108986
new,-22.63246727,43.93097687
energy,-7.4523592,-16.52178574
technology,5.786598206,-10.41203594
cleaner,-2.650858164,-12.48675537
generate,-1.912220359,-18.79414558
less,31.72211838,-27.40042305
drive,1.219168782,-23.46004486
sure,53.25663376,-14.63554192
solutions,-1.497250676,-11.40760231
put,-46.3631897,-19.27780724
widely,-11.81543541,-56.42655945
adopted,-9.833651543,-11.49661636
Scientists,0.423968822,40.49279404
agree,21.0106678,16.2196331
rainfall,9.737502098,-58.47784424
powerful,46.98171997,-21.940485
example,21.51865959,19.39858055
said,25.46513748,19.57731438
ongoing,-5.709900856,-3.566569805
worst,11.23882198,-40.75753784
percent,-17.20577049,-23.89551926
doubled,6.649847031,-27.68712234
Medicine,-12.04049873,23.5634613
announced,-12.00274467,23.56429863
possible,2.416245222,-0.107591234
certain,-24.74828148,-29.18262672
directly,-3.95420599,23.67256546
getting,-0.720468819,-2.570874929
means,-0.959028542,-1.569111466
tropical,17.97332954,-29.34260368
pick,-0.659482896,-1.826460361
So,-6.347620964,1.879691243
category,12.37503242,2.728575468
storm,16.08044434,-25.22018051
fact,21.32352066,0.508089781
found,-37.45781326,-2.352806807
frequency,52.81461334,-9.157842636
Atlantic,25.14111137,-28.65213013
reach,0.685808063,-1.367616177
Hurricane,-6.03132391,30.67200661
Katrina,-6.013250351,30.63179779
